Manufacturer,Model,Description,AorM,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Euro standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],Date of change,Fuel Cost 12000 Miles,Tax band,Standard 12 months,Standard 6 Months,1st year 12 months,1st year 6 months,,,
AUDI,A4 Avant,3.0 V6 TDI 204PS Multitronic Stop-Start ,Automatic,AV,2967,Diesel,5.7,4.8,5.1,49.6,58.9,55.4,135,5,71.0,210,,172,189,0.2,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A4 Avant,3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start,Automatic,QD7,2967,Diesel,7.0,5.2,5.9,40.4,54.3,47.9,154,5,69.0,261,,149,173,0.3,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A4 Avant,3.0 V6 TDI quattro 245PS Stop-Start,Manual,QM6,2967,Diesel,7.3,5.1,5.9,38.7,55.4,47.9,154,5,74.0,399,,173,215,0.4,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A4 Avant,S4 3.0 TFSI quattro 333PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,11.2,6.8,8.4,25.2,41.5,33.6,197,5,74.0,392,70,60,,,,"£2,256.76",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A4 Saloon,1.8 TFSI 120PS,Manual,M6,1798,Petrol,8.6,5.3,6.5,32.8,53.3,43.5,151,5,73.0,370,35,30,,,,"£1,743.16",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A4 Saloon,1.8 TFSI 170PS Multitronic Stop-Start,Automatic,AV,1798,Petrol,6.9,5.1,5.8,40.9,55.4,48.7,134,5,70.0,195,49,42,,,,"£1,557.03",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A4 Saloon,1.8 TFSI 170PS Stop-Start,Manual,M6,1798,Petrol,7.4,4.8,5.7,38.2,58.9,49.6,134,5,71.0,342,51,42,,,,"£1,528.78",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A4 Saloon,2.0 TDI 143PS Multitronic Stop-Start,Automatic,AV,1968,Diesel,5.7,4.4,4.8,49.6,64.2,58.9,127,5,70.0,103,,142,158,0.0,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A4 Saloon,2.0 TDI 143PS Stop-Start,Manual,M6,1968,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,119,5,70.0,144,,138,156,0.2,,"£1,276.93",C,£30.00,NA,£0.00,NA,,,
AUDI,A4 Saloon,2.0 TDI 177PS Multitronic Stop-Start,Automatic,AV,1968,Diesel,5.7,4.4,4.8,49.6,64.2,58.9,127,5,71.0,103,,142,158,0.0,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A4 Saloon,2.0 TDI 177PS Stop-Start,Manual,M6,1968,Diesel,5.5,4.1,4.6,51.4,68.9,61.4,120,5,71.0,185,,133,163,0.0,,"£1,306.05",C,£30.00,NA,£0.00,NA,,,
AUDI,A4 Saloon,2.0 TDI e 136PS Stop-Start,Manual,M6,1968,Diesel,5.2,3.7,4.3,54.3,76.3,65.7,112,5,70.0,203,,147,171,0.0,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
AUDI,A4 Saloon,2.0 TDI e 163PS Stop-Start,Manual,M6,1968,Diesel,5.4,3.8,4.4,52.3,74.3,64.2,115,5,71.0,144,,133,150,0.1,,"£1,249.09",C,£30.00,NA,£0.00,NA,,,
AUDI,A4 Saloon,2.0 TDI quattro 177PS Stop-Start,Manual,QM6,1968,Diesel,6.1,4.5,5.1,46.3,62.8,55.4,134,5,71.0,207,,143,174,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A4 Saloon,2.0 TFSI 211PS Multitronic Stop-Start,Automatic,AV,1984,Petrol,7.7,5.0,6.0,36.7,56.5,47.1,140,5,73.0,290,37,31,,,,"£1,609.92",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A4 Saloon,2.0 TFSI quattro 211PS 7speed S-Tronic,Automatic,QD7,1984,Petrol,8.8,5.8,7.0,32.1,48.7,40.4,159,5,74.0,655,62,53,,,,"£1,876.91",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A4 Saloon,2.0 TFSI quattro 211PS Stop-Start,Manual,QM6,1984,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,159,5,74.0,290,39,35,,,,"£1,827.16",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A4 Saloon,3.0 V6 TDI 204PS Multitronic Stop-Start,Automatic,AV,2967,Diesel,5.5,4.6,4.9,51.4,61.4,57.6,129,5,71.0,210,,172,189,0.1,,"£1,392.21",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A4 Saloon,3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start,Automatic,QD7,2967,Diesel,6.8,5.1,5.7,41.5,55.4,49.6,149,5,69.0,261,,149,173,0.2,,"£1,616.76",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A4 Saloon,3.0 V6 TDI quattro 245PS Stop-Start,Manual,QM6,2967,Diesel,7.2,4.9,5.8,39.2,57.6,48.7,152,5,74.0,399,,173,215,0.4,,"£1,646.64",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A4 Saloon,S4 3.0 TFSI V6 quattro 333PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,10.7,6.6,8.1,26.4,42.8,34.9,190,5,74.0,262,27,22,,,,"£2,172.70",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A5 Cabriolet,1.8 TFSI 170PS Multitronic,Automatic,AV,1789,Petrol,7.2,5.6,6.2,39.2,50.4,45.6,143,5,70.0,299,43,37,,,,"£1,662.88",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A5 Cabriolet,1.8 TFSI 170PS Stop-Start,Manual,M6,1798,Petrol,7.9,5.1,6.2,35.8,55.4,45.6,143,5,71.0,339,50,42,,,,"£1,662.88",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A5 Cabriolet,2.0 TDI 143PS Stop-Start,Manual,M6,1968,Diesel,5.7,4.3,4.8,49.6,65.7,58.9,126,5,71.0,185,,133,163,0.6,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A5 Cabriolet,2.0 TDI 177PS,Manual,M6,1968,Diesel,5.8,4.4,4.9,48.7,64.2,57.6,127,5,71.0,185,,133,163,0.6,,"£1,392.21",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A5 Cabriolet,2.0 TDI 177PS Multitronic,Automatic,AV,1968,Diesel,5.8,4.6,5.0,48.7,61.4,56.5,132,5,71.0,103,,142,158,0.0,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Cabriolet,2.0 TDI quattro 177PS,Manual,QM6,1968,Diesel,6.5,4.9,5.4,43.5,57.9,52.3,142,5,71.0,207,,143,179,0.0,,"£1,533.30",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A5 Cabriolet,2.0 TFSI 211PS,Manual,M6,1984,Petrol,8.6,5.4,6.6,32.8,52.3,42.8,154,5,74.0,270,34,29,,,,"£1,771.67",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A5 Cabriolet,2.0 TFSI 211PS Multitronic Stop-Start,Automatic,AV,1984,Petrol,7.8,5.6,6.4,36.2,50.4,44.1,149,5,73.0,314,35,29,,,,"£1,719.44",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A5 Cabriolet,2.0 TFSI quattro 211PS 7speed S-Tronic Stop-Start,Automatic,QD7,1984,Petrol,8.8,6.1,7.2,32.1,46.3,39.2,164,5,74.0,505,52,45,,,,"£1,934.37",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A5 Cabriolet,3.0 TFSI quattro 272PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,11.2,6.9,8.5,25.2,40.9,33.2,199,5,72.0,499,32,24,,,,"£2,283.95",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A5 Cabriolet,3.0 V6 TDI 204PS Multitronic Stop-Start,Automatic,AV,2967,Diesel,5.8,4.9,5.2,48.7,57.6,54.3,138,5,71.0,210,,172,189,0.1,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Cabriolet,3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start,Automatic,QD7,2967,Diesel,7.0,5.2,5.9,40.4,54.3,47.9,154,5,69.0,261,,149,173,0.2,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A5 Cabriolet,S5 V6 quattro 333PS 7speed S-Tronic Stop-Start,Automatic,QD7,2995,Petrol,11.2,6.9,8.5,25.2,40.9,33.2,199,5,74.0,499,32,24,,,,"£2,283.95",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A5 Coupé,1.8 TFSI 170PS ,Manual,M6,1798,Petrol,7.4,4.8,5.7,38.2,58.9,49.6,134,5,71.0,342,51,42,,,,"£1,528.78",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Coupé,1.8 TFSI 170PS 8speed Multitronic,Automatic,AV,1798,Petrol,6.9,5.1,5.8,40.9,55.4,48.7,134,5,70.0,195,49,42,,,,"£1,557.03",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Coupé,2.0 TDI 177PS Multitronic Stop-Start,Automatic,AV,1968,Diesel,5.5,4.3,4.7,51.4,65.7,60.1,123,5,71.0,103,,142,158,0.0,,"£1,334.30",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A5 Coupé,2.0 TDI 177PS Stop-Start,Manual,M6,1968,Diesel,5.5,4.1,4.6,51.4,68.9,61.4,120,5,71.0,185,,133,163,0.6,,"£1,306.05",C,£30.00,NA,£0.00,NA,,,
AUDI,A5 Coupé,2.0 TDI quattro 177PS Stop-Start ,Manual,QM6,1968,Diesel,6.1,4.5,5.1,46.3,62.8,55.4,134,5,71.0,207,,143,174,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Coupé,2.0 TDIe 163PS ,Manual,M6,1968,Diesel,5.4,3.8,4.4,52.3,74.3,64.2,115,5,71.0,144,,133,150,0.1,,"£1,249.09",C,£30.00,NA,£0.00,NA,,,
AUDI,A5 Coupé,2.0 TFSI 211PS,Manual,M6,1984,Petrol,8.3,5.1,6.3,34.0,55.4,44.8,144,5,74.0,270,37,29,,,,"£1,692.57",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A5 Coupé,2.0 TFSI 211PS 8speed Multitronic,Automatic,AV,1984,Petrol,7.7,5.0,6.0,36.7,56.5,47.1,140,5,73.0,290,37,31,,,,"£1,609.92",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Coupé,2.0 TFSI quattro 211PS 7speed S-Tronic,Automatic,QD7,1984,Petrol,8.8,5.8,7.0,32.1,48.7,40.4,159,5,74.0,655,62,53,,,,"£1,876.91",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A5 Coupé,2.0 TFSI quattro 211PS Stop-Start,Manual,QM6,1984,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,159,5,74.0,290,39,35,,,,"£1,827.16",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A5 Coupé,3.0 V6 TDI 204PS Multitronic Stop-Start,Automatic,AV,2967,Diesel,5.5,4.6,4.9,51.4,61.4,57.6,129,5,71.0,210,,172,189,0.1,,"£1,392.21",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A5 Coupé,3.0 V6 TDI 245PS quattro 7speed S-Tronic,Automatic,QD7,2967,Diesel,6.8,5.1,5.7,41.5,55.4,49.6,149,5,69.0,261,,149,173,0.3,,"£1,616.76",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A5 Coupé,3.0 V6 TFSI quattro 272PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,10.7,6.6,8.1,26.4,42.8,34.9,190,5,72.0,262,27,22,,,,"£2,172.70",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A5 Coupé,RS5 4.2 V8 quattro 450PS 7speed S-Tronic,Automatic,QD7,4163,Petrol,14.4,8.3,10.5,19.6,34.0,26.9,246,5,73.0,502,53,45,,,,"£2,818.86",L,£460.00,£253.00,£815.00,NA,,,
AUDI,A5 Coupé,S5 3.0 V6 TFSI quattro 333PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,10.7,6.6,8.1,26.4,42.8,34.9,190,5,74.0,262,27,22,,,,"£2,172.70",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A5 Sportback,1.8 TFSI 170PS Multitronic Stop-Start,Automatic,AV,1798,Petrol,7.0,5.2,5.9,40.4,54.3,47.9,136,5,70.0,195,49,42,,,,"£1,583.03",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Sportback,1.8 TFSI 170PS Stop-Start,Manual,M6,1798,Petrol,7.5,4.9,5.8,37.7,57.6,48.7,136,5,71.0,342,51,42,,,,"£1,557.03",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Sportback,2.0 TDI 143PS Multitronic Stop-Start,Automatic,AV,1968,Diesel,5.7,4.4,4.8,49.6,64.2,58.9,127,5,71.0,103,,142,158,0.0,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A5 Sportback,2.0 TDI 143PS Stop-Start,Manual,M6,1968,Diesel,6.4,4.5,5.2,44.1,62.8,54.3,135,5,72.0,221,,125,149,1.0,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Sportback,2.0 TDI 170PS Stop-Start,Manual,M6,1968,Diesel,6.2,4.4,5.1,45.6,64.2,55.4,134,5,73.0,248,,149,177,0.5,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Sportback,2.0 TDI 177PS Multitronic,Automatic,AV,1968,Diesel,5.7,4.4,4.8,49.6,64.2,58.9,127,5,72.0,100,,110,122,0.7,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A5 Sportback,2.0 TDI 177PS Stop-Start,Manual,M6,1968,Diesel,5.5,4.1,4.6,51.4,68.9,61.4,120,5,71.0,185,,133,163,0.6,,"£1,306.05",C,£30.00,NA,£0.00,NA,,,
AUDI,A5 Sportback,2.0 TDI quattro 177PS Stop-Start,Manual,QM6,1968,Diesel,6.1,4.5,5.1,46.3,62.8,55.4,134,5,71.0,207,,143,174,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A5 Sportback,2.0 TDIe 136PS,Manual,M6,1968,Diesel,5.4,3.9,4.4,52.3,72.4,64.2,117,5,70.0,203,,147,171,0.0,,"£1,249.09",C,£30.00,NA,£0.00,NA,,,
AUDI,A5 Sportback,2.0 TDIe 163PS,Manual,M6,1968,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,118,5,71.0,144,,133,150,0.1,,"£1,276.93",C,£30.00,NA,£0.00,NA,,,
AUDI,A5 Sportback,2.0 TFSI 211PS,Manual,M6,1984,Petrol,8.3,5.1,6.3,34.0,55.4,44.8,144,5,74.0,270,34,29,,,,"£1,692.57",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A5 Sportback,2.0 TFSI 211PS 8speed Multitronic Stop-Start,Automatic,AV,1984,Petrol,7.7,5.3,6.2,36.7,53.3,45.6,144,5,73.0,290,37,31,,,,"£1,662.88",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A5 Sportback,2.0 TFSI quattro 211PS 7speed S-Tronic ,Automatic,QD7,1984,Petrol,8.8,5.8,7.0,32.1,48.7,40.4,159,5,74.0,655,62,53,,,,"£1,876.91",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A5 Sportback,2.0 TFSI quattro 211PS Stop-Start,Manual,QM6,1984,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,159,5,74.0,290,39,35,,,,"£1,827.16",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A5 Sportback,3.0 TDI quattro 245PS,Manual,QM6,2967,Diesel,7.2,4.9,5.8,39.2,57.6,48.7,152,5,74.0,399,,173,215,0.4,,"£1,646.64",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A5 Sportback,3.0 V6 TDI 204PS Multitronic Stop-Start,Automatic,AV,2967,Diesel,5.5,4.6,4.9,51.4,61.4,57.6,129,5,71.0,210,,172,189,0.2,,"£1,392.21",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A5 Sportback,3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start,Automatic,QD7,2967,Diesel,6.8,5.1,5.7,41.5,55.4,49.6,149,5,69.0,261,,149,173,0.2,,"£1,616.76",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,A5 Sportback,S5 3.0 V6 FSI quattro 333PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,10.7,6.6,8.1,26.4,42.8,34.9,190,5,74.0,262,27,22,,,,"£2,172.70",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A6 Allroad,3.0 TDI quattro V6 204PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,7.0,5.5,6.1,40.4,51.4,46.3,159,5,69.0,321,,165,187,0.2,,"£1,732.00",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A6 Allroad,3.0 TDI quattro V6 245PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,7.4,5.6,6.3,38.2,50.4,44.8,165,5,69.0,234,,72,96,1.4,,"£1,789.99",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A6 Allroad,3.0 TFSI quattro V6 310PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,11.8,7.1,8.9,23.9,39.8,31.7,206,5,72.0,380,28,22,,,,"£2,392.03",K,£270.00,£148.50,£600.00,NA,,,
AUDI,A6 Allroad,3.0 V6 BiTDI 313PS quattro 8speed Tiptronic,Automatic,QA8,2967,Diesel,7.9,6.0,6.7,35.8,47.1,42.2,176,5,70.0,288,,153,181,0.3,,"£1,900.27",I,£215.00,£118.25,£325.00,NA,,,
AUDI,A6 Avant,2.0 TDI 177PS,Manual,M6,1968,Diesel,6.1,4.5,5.0,46.3,62.8,56.5,132,5,70.0,156,,143,165,0.0,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A6 Avant,2.0 TDI 177PS 8speed Multitronic,Automatic,AV,1968,Diesel,6.1,4.5,5.1,46.3,62.8,55.4,135,5,71.0,120,,143,154,0.1,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A6 Avant,3.0 TFSI quattro 310PS 7speed S-Tronic,Automatic,QD7,2995,Petrol,10.8,6.6,8.2,26.2,42.8,34.4,190,5,72.0,264,29,24,,,,"£2,204.28",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A6 Avant,3.0 V6 BiTDI 313PS quattro 8speed Tiptronic,Automatic,QA8,2967,Diesel,8.0,5.6,6.4,35.3,50.4,44.1,169,5,73.0,79,,177,193,0.4,,"£1,818.40",H,£195.00,£107.25,£275.00,NA,,,
AUDI,A6 Avant,3.0 V6 TDI 204PS,Manual,M6,2967,Diesel,6.5,4.4,5.3,43.5,64.2,53.3,139,5,71.0,355,,178,212,0.3,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A6 Avant,3.0 V6 TDI 204PS 8speed Multitronic,Automatic,AV,2967,Diesel,5.9,4.7,5.2,47.9,60.1,54.3,136,5,71.0,323,,172,194,1.0,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A6 Avant,3.0 V6 TDI quattro 245PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,7.2,5.2,5.9,39.2,54.3,47.9,156,5,71.0,350,,139,167,0.0,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A6 Avant,S6 4.0 TFSI V8 quattro 420PS 7speed S-Tronic,Automatic,QD7,3993,Petrol,13.4,7.5,9.7,21.1,37.7,29.1,226,5,69.0,554,60,45,,,,"£2,605.75",L,£460.00,£253.00,£815.00,NA,,,
AUDI,A6 Saloon,2.0 TDI 177PS,Manual,M6,1968,Diesel,6.0,4.4,4.9,47.1,64.2,57.6,129,5,74.0,152,,143,165,0.3,,"£1,392.21",D,£100.00,£55.00,£0.00,NA,,,
AUDI,A6 Saloon,2.0 TDI 177PS 8speed Multitronic,Automatic,AV,1968,Diesel,6.0,4.4,5.0,47.1,64.2,56.5,132,5,71.0,120,,143,154,0.1,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A6 Saloon,3.0 TFSI 310PS quattro 7speed S-Tronic,Automatic,QD7,2995,Petrol,10.8,6.6,8.2,26.2,42.8,34.4,190,5,74.0,264,29,24,,,,"£2,204.28",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A6 Saloon,3.0 V6 BiTDI 313PS quattro 8speed Tiptronic,Automatic,QA8,2967,Diesel,8.0,5.6,6.4,35.3,50.4,44.1,169,5,73.0,79,,177,193,0.4,,"£1,818.40",H,£195.00,£107.25,£275.00,NA,,,
AUDI,A6 Saloon,3.0 V6 TDI 204PS,Manual,M6,2967,Diesel,6.5,4.4,5.3,43.5,64.2,53.3,139,5,71.0,355,,178,212,0.3,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A6 Saloon,3.0 V6 TDI 204PS 8speed Multitronic,Automatic,AV,2967,Diesel,5.8,4.6,5.1,48.7,61.4,55.5,133,5,71.0,323,,172,194,0.7,,"£1,444.89",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A6 Saloon,3.0 V6 TDI 245PS quattro 7speed S-Tronic,Automatic,QD7,2967,Diesel,7.2,5.2,5.9,39.2,54.3,47.9,156,5,71.0,350,,139,167,0.3,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A6 Saloon,S6 4.0 TFSI V8 quattro 420PS 7speed S-Tronic,Automatic,QD7,3993,Petrol,13.4,7.5,9.6,21.1,37.7,29.4,225,5,69.0,554,60,45,,,,"£2,579.16",K,£270.00,£148.50,£600.00,NA,,,
AUDI,A7 Sportback,2.8 V6 FSI quattro 204PS 7speed S-Tronic,Automatic,QD7,2773,Petrol,10.7,6.5,8.0,26.4,43.5,35.3,187,5,70.0,314,49,41,,,,"£2,148.08",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A7 Sportback,3.0 V6 BiTDI quattro 313PS 8speed Tiptronic,Automatic,QA8,2967,Diesel,8.0,5.6,6.4,35.3,50.4,44.1,169,5,70.0,79,,177,193,0.4,,"£1,818.40",H,£195.00,£107.25,£275.00,NA,,,
AUDI,A7 Sportback,3.0 V6 TDI 204PS 8speed Multitronic,Automatic,AV,2967,Diesel,5.9,4.7,5.1,47.9,60.1,55.4,135,5,71.0,323,,172,194,0.7,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,A7 Sportback,3.0 V6 TDI quattro 204PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,6.8,5.1,5.8,41.5,55.4,48.7,152,5,69.0,377,,168,192,0.2,,"£1,646.64",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A7 Sportback,3.0 V6 TDI quattro 245PS 8speed Tiptronic,Automatic,QA8,2967,Diesel,7.2,5.3,5.9,39.2,54.3,47.9,156,5,71.0,350,,139,167,0.3,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,A7 Sportback,3.0 V6 TFSI quattro 310PS 7speed S-Tronic ,Automatic,QD7,2995,Petrol,10.8,6.6,8.2,26.2,42.8,34.4,190,5,72.0,264,29,24,,,,"£2,204.28",J,£250.00,£137.50,£460.00,NA,,,
AUDI,A7 Sportback,S7 4.0 TFSI V8 quattro 420PS 7speed S-Tronic,Automatic,QD7,3993,Petrol,13.4,7.5,9.6,21.1,37.7,29.4,225,5,69.0,554,60,45,,,,"£2,579.16",K,£270.00,£148.50,£600.00,NA,,,
AUDI,Q3,2.0 TDI 140PS,Manual,M6,1968,Diesel,6.2,4.7,5.2,45.6,60.1,54.3,137,5,70.0,239,,112,142,0.2,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
AUDI,Q3,2.0 TDI 140PS quattro,Manual,QM6,1968,Diesel,6.9,5.0,5.7,40.9,56.5,49.6,149,5,70.0,239,,112,142,0.2,,"£1,616.76",F,£135.00,£74.25,£135.00,£74.25,,,
AUDI,Q3,2.0 TDI quattro 177PS 7speed S-Tronic,Automatic,QD7,1968,Diesel,7.0,5.3,5.9,40.4,53.3,47.9,156,5,71.0,67,,129,139,0.1,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,Q3,2.0 TFSI quattro 170PS,Manual,QM6,1984,Petrol,9.5,6.1,7.3,29.7,46.3,38.7,174,5,74.0,239,42,33,,,,"£1,959.36",H,£195.00,£107.25,£275.00,NA,,,
AUDI,Q3,2.0 TFSI quattro 211PS 7speed S-Tronic,Automatic,QD7,1984,Petrol,10.2,6.4,7.7,27.7,44.1,36.7,179,5,70.0,505,66,53,,,,"£2,066.14",I,£215.00,£118.25,£325.00,NA,,,
AUDI,Q5,2.0 TDI quattro 143PS,Manual,QM6,1968,Diesel,7.2,5.6,6.2,39.2,50.4,45.6,162,5,72.0,120,,121,140,0.4,,"£1,758.58",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,Q5,2.0 TDI quattro 170PS 7speed S-Tronic ,Automatic,QD7,1968,Diesel,8.8,5.9,7.0,32.1,47.9,40.4,184,5,74.0,137,,52,72,0.1,,"£1,984.94",I,£215.00,£118.25,£325.00,NA,,,
AUDI,Q5,2.0 TDI quattro 170PS Stop-Start ,Manual,QM6,1968,Diesel,7.3,5.6,6.2,38.7,50.4,45.6,163,5,74.0,130,,140,160,1.3,,"£1,758.58",G,£170.00,£93.50,£170.00,£93.50,,,
AUDI,Q5,2.0 TFSI quattro 180PS Stop-Start ,Manual,QM6,1984,Petrol,10.3,6.8,8.1,27.4,41.5,34.9,188,5,73.0,459,45,39,,,,"£2,172.70",J,£250.00,£137.50,£460.00,NA,,,
AUDI,Q5,2.0 TFSI quattro 211PS 8speed Tiptronic,Automatic,QA8,1984,Petrol,11.0,7.1,8.6,25.7,39.8,32.8,199,5,73.0,633,66,58,,,,"£2,311.81",J,£250.00,£137.50,£460.00,NA,,,
AUDI,Q5,2.0 TFSI quattro 211PS Stop-Start ,Manual,QM6,1984,Petrol,10.3,6.8,8.1,27.4,41.5,34.9,188,5,73.0,459,45,39,,,,"£2,172.70",J,£250.00,£137.50,£460.00,NA,,,
AUDI,Q5,3.0 V6 TDI quattro 240PS 7speed S-Tronic,Automatic,QD7,2967,Diesel,9.2,6.6,7.5,30.7,42.8,37.6,199,5,70.0,71,,178,193,0.4,,"£2,132.75",J,£250.00,£137.50,£460.00,NA,,,
AUDI,Q5,3.2 FSI quattro 270PS 7speed S-Tronic,Automatic,QD7,3197,Petrol,12.3,7.6,9.3,23.0,37.2,30.4,218,5,71.0,305,62,57,,,,"£2,494.32",K,£270.00,£148.50,£600.00,NA,,,
AUDI,Q7,3.0 TDI quattro 204PS 8speed Tiptronic,Automatic,QA8,2967,Diesel,8.2,6.5,7.2,34.4,43.5,39.2,189,5,72.0,279,,140,161,0.8,,"£2,045.70",J,£250.00,£137.50,£460.00,NA,,,
